SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,35 E Price St #5,Linden City,NJ,07036-3015,235000,1,1.0,Linrose Manor,,435,1998,15,,249,Active,,,https://www.redfin.com/NJ/Linden/35-E-Price-St-07036/unit-5/home/37931619,GSMLS,3951480,N,Y,40.6323145,-74.2529172
MLS Listing,,Single Family Residential,1 Cypress Ter,Springfield Twp.,NJ,07081-2401,1200000,4,3.5,Woodside,,13068,1960,15,,,Active,,,https://www.redfin.com/NJ/Springfield/1-Cypress-Ter-07081/home/38078823,GSMLS,3952036,N,Y,40.6990396,-74.3114501
MLS Listing,,Single Family Residential,36 Sherwood Rd,Springfield Twp.,NJ,07081-2521,679900,3,2.0,Springfield Twp.,,7840,1949,15,,,Active,,,https://www.redfin.com/NJ/Springfield/36-Sherwood-Rd-07081/home/38080767,GSMLS,3951507,N,Y,40.6975156,-74.3268119
MLS Listing,,Single Family Residential,249 14th Ave,Newark City,NJ,07103-1958,450000,3,1.5,Newark City,,2178,2003,15,,,Active,,,https://www.redfin.com/NJ/Newark/249-14th-Ave-07103/home/36234147,GSMLS,3951122,N,Y,40.7396918,-74.2026833
MLS Listing,,Single Family Residential,27 Isabella Ave,Newark City,NJ,07106-2026,315000,4,1.5,Newark City,1830,4791,1902,16,172,,Active,,,https://www.redfin.com/NJ/Newark/27-Isabella-Ave-07106/home/195129279,GSMLS,3952405,N,Y,40.7442059,-74.2203185
MLS Listing,,Multi-Family (2-4 Unit),231 Clark Pl #2,Elizabeth City,NJ,07206-2016,629000,7,3.0,Elizabeth City,,2613,1900,16,,,Active,,,https://www.redfin.com/NJ/Elizabeth/231-Clark-Pl-07206/unit-2/home/193620092,GSMLS,3952390,N,Y,40.6549363,-74.183205
MLS Listing,,Condo/Co-op,185 Marine Ave Unit 2C,Brooklyn,NY,11209,325000,1,1.0,Brooklyn,650,,1927,16,500,,Active,,,https://www.redfin.com/NY/Brooklyn/185-Marine-Ave-11209/unit-2C/home/40921083,OneKey® MLS as Distributed by MLS Grid,839042,N,Y,40.615448,-74.0346307
MLS Listing,,Single Family Residential,43 Lockman Ave,Staten Island,NY,10303,639999,3,1.5,Mariners Harbor,1200,2408,1920,16,533,,Active,,,https://www.redfin.com/NY/Staten-Island/43-Lockman-Ave-10303/home/56015589,SIBORMLS,2501513,N,Y,40.6363114,-74.1611428
MLS Listing,,Single Family Residential,17 Gallo Way,Edison,NJ,08820,1299000,5,3.0,Edison,3736,,1990,16,348,,Active,,,https://www.redfin.com/NJ/Edison/17-Gallo-Way-08820/home/36799667,CJMLS,2510788R,N,Y,40.5852462,-74.3705624
MLS Listing,,Single Family Residential,285 3RD St,Jersey City,NJ,07302,939900,3,3.0,Jersey City (Downtown),,,,16,,,Active,,,https://www.redfin.com/NJ/Jersey-City/285-3rd-St-07302/home/36511514,HCMLS,250005515,N,Y,40.723329,-74.047021
MLS Listing,,Vacant Land,39-41 LORD Ave,Bayonne,NJ,07002,825000,,,Bayonne,,,,16,,,Active,,,https://www.redfin.com/NJ/Bayonne/39-41-Lord-Ave-07002/home/194422834,HCMLS,250005512,N,Y,40.6468922,-74.1272099
MLS Listing,,Condo/Co-op,1 Carriage City Plz #509,Rahway City,NJ,07065,475000,2,2.0,Skyview,1216,,2008,16,391,413,Active,April-13-2025 11:00 AM,April-13-2025 01:00 PM,https://www.redfin.com/NJ/Rahway/1-Carriage-City-Plz-07065/unit-509/home/37767271,GSMLS,3952369,N,Y,40.6061069,-74.2754726
MLS Listing,,Condo/Co-op,120 Devon Loop #6,Staten Island,NY,10314,499000,2,1.5,New Springville,914,914,1984,16,546,424,Active,,,https://www.redfin.com/NY/Staten-Island/120-Devon-Loop-10314/unit-6/home/56125459,SIBORMLS,2501510,N,Y,40.5811164,-74.1599115
MLS Listing,,Single Family Residential,279 Gertrude St,Hillside Twp.,NJ,07205-2110,649000,3,3.5,Hurden Looker,3000,2613,2018,16,216,,Active,,,https://www.redfin.com/NJ/Hillside/279-Gertrude-St-07205/home/37912310,GSMLS,3952363,N,Y,40.6980097,-74.2317419
MLS Listing,,Vacant Land,17-19 BERKLEY Pl,Jersey City,NJ,07306,2900000,,,Jersey City (Heights),,5000,,16,,,Active,,,https://www.redfin.com/NJ/Jersey-City/17-Berkeley-Pl-07306/home/36429223,HCMLS,250005502,N,Y,40.7369155,-74.065532
MLS Listing,,Multi-Family (2-4 Unit),589 Garfield Ave,Jersey City,NJ,07305,499000,4,2.0,Jersey City,,2278,,16,,,Active,,,https://www.redfin.com/NJ/Jersey-City/589-Garfield-Ave-07305/home/36542056,NJMLS,25000940,N,Y,40.7010223,-74.0792012
MLS Listing,,Single Family Residential,12 BLUE JAY Ct,Warren Twp.,NJ,07059-6759,1500000,4,4.5,Warren Twp.,4272,46609,1985,16,351,,Active,,,https://www.redfin.com/NJ/Warren/12-Blue-Jay-Ct-07059/home/37985298,GSMLS,3952356,N,Y,40.6385857,-74.5553441
MLS Listing,,Townhouse,109 Donato Cir #109,Scotch Plains Twp.,NJ,07076-1068,525000,2,2.5,The Reserve,,,2004,16,,290,Active,,,https://www.redfin.com/NJ/Scotch-Plains/109-Donato-Cir-07076/unit-109/home/148316996,GSMLS,3952353,N,Y,40.657323,-74.401423
MLS Listing,,Multi-Family (2-4 Unit),122 Page Ave,Lyndhurst,NJ,07071,777777,4,3.0,Lyndhurst,,5110,,16,,,Active,,,https://www.redfin.com/NJ/Lyndhurst/122-Page-Ave-07071/home/35779159,NJMLS,25009165,N,Y,40.8116882,-74.1354623
MLS Listing,,Single Family Residential,117 Linden Ave,Irvington,NJ,07111,425000,3,2.0,Irvington,,2496,,16,,,Active,,,https://www.redfin.com/NJ/Irvington/117-Linden-Ave-07111/home/36172068,NJMLS,25009032,N,Y,40.7307005,-74.2269264
MLS Listing,,Condo/Co-op,68 MORRIS St #1,Jersey City,NJ,07302,850000,2,2.0,Jersey City (Downtown),1100,,,16,773,,Active,,,https://www.redfin.com/NJ/Jersey-City/68-Morris-St-07302/unit-1/home/36504465,HCMLS,250005498,N,Y,40.7138732,-74.0367317
MLS Listing,,Single Family Residential,2 BIENKO Ct,Clark Twp.,NJ,07066-2700,1300000,6,4.0,Clark Twp.,4025,22651,2001,16,323,,Active,,,https://www.redfin.com/NJ/Clark/2-Bienko-Ct-07066/home/38201447,GSMLS,3952346,N,Y,40.6128614,-74.3333818
MLS Listing,,Condo/Co-op,227 CHRISTOPHER COLUMBUS Dr Unit 208B,Jersey City,NJ,07302,349000,,1.0,Jersey City (Downtown),494,,,16,706,510,Active,,,https://www.redfin.com/NJ/Jersey-City/227-Columbus-Dr-07302/unit-208B/home/101857675,HCMLS,250005496,N,Y,40.7212979,-74.0493837
MLS Listing,,Single Family Residential,321 WEST Ln,Clark Twp.,NJ,07066-1637,629900,4,1.5,Valley Road,,7840,1956,16,,,Active,,,https://www.redfin.com/NJ/Clark/321-West-Ln-07066/home/37803992,GSMLS,3933160,N,Y,40.6284423,-74.2914009
MLS Listing,,Multi-Family (2-4 Unit),92 WARNER Ave,Jersey City,NJ,07305,750000,7,2.0,Jersey City (Greenville),,,,16,,,Active,,,https://www.redfin.com/NJ/Jersey-City/92-Warner-Ave-07305/home/36533286,HCMLS,250005492,N,Y,40.7007292,-74.0893197
MLS Listing,,Single Family Residential,40 Weequahic Ave,Newark City,NJ,07112-2402,529000,4,2.0,Newark City,,4791,1915,16,,,Active,,,https://www.redfin.com/NJ/Newark/40-Weequahic-Ave-07112/home/36286585,GSMLS,3952032,N,Y,40.705844,-74.208353
MLS Listing,,Single Family Residential,820 Townley Ave,Union Twp.,NJ,07083-7524,699999,4,3.0,Union Twp.,,6098,1936,16,,,Active,,,https://www.redfin.com/NJ/Union/820-Townley-Ave-07083/home/38114672,GSMLS,3952125,N,Y,40.6847721,-74.2487454
MLS Listing,,Single Family Residential,165 Morristown Rd,Elizabeth City,NJ,07208-1315,549999,2,2.5,Elizabeth City,,5227,1920,16,,,Active,,,https://www.redfin.com/NJ/Elizabeth/165-Morristown-Rd-07208/home/37883629,GSMLS,3951840,N,Y,40.6681322,-74.2369099
MLS Listing,,Single Family Residential,9 Rhoda Ter,Roselle Park Boro,NJ,07204-2165,615000,3,1.5,Roselle Park Boro,,6969,,16,,,Active,,,https://www.redfin.com/NJ/Roselle-Park/9-Rhoda-Ter-07204/home/38045391,GSMLS,3950390,N,Y,40.6679402,-74.2508339
MLS Listing,,Single Family Residential,1157 Martine Ave,Plainfield City,NJ,07060-2634,849000,6,3.5,Hillside,,15245,1926,16,,,Active,,,https://www.redfin.com/NJ/Plainfield/1157-Martine-Ave-07060/home/193189347,GSMLS,3951926,N,Y,40.611852,-74.4071158
MLS Listing,,Single Family Residential,69 Pearl St,North Plainfield Boro,NJ,07060-4853,515000,3,1.5,North Plainfield Boro,,3484,1929,16,,,Active,,,https://www.redfin.com/NJ/North-Plainfield/69-Pearl-St-07060/home/37948206,GSMLS,3951612,N,Y,40.6218227,-74.4241353
MLS Listing,,Single Family Residential,134 Belleville Ave,Belleville Twp.,NJ,07109-2408,599000,2,2.0,Belleville Twp.,,3484,1907,16,,,Active,,,https://www.redfin.com/NJ/Belleville/134-Belleville-Ave-07109/home/36082335,GSMLS,3951477,N,Y,40.7865349,-74.1551666
MLS Listing,,Single Family Residential,813 Monroe Ave,Plainfield City,NJ,07063-1527,429000,3,2.5,Plainfield City,1020,7405,1951,16,421,,Active,,,https://www.redfin.com/NJ/Plainfield/813-Monroe-Ave-07063/home/37985234,GSMLS,3952120,N,Y,40.5999621,-74.4305105
MLS Listing,,Single Family Residential,821 George St,Plainfield City,NJ,07062-1609,329900,2,2.0,East End,,,1921,16,,,Active,,,https://www.redfin.com/NJ/Plainfield/821-George-St-07062/home/37979385,GSMLS,3951341,N,Y,40.6289607,-74.4098867
MLS Listing,,Multi-Family (2-4 Unit),282 Weequahic Ave,Newark City,NJ,07112-1437,575000,3,2.0,Newark City,,3920,1923,16,,,Active,,,https://www.redfin.com/NJ/Newark/282-Weequahic-Ave-07112/home/36290224,GSMLS,3951875,N,Y,40.7111271,-74.2179055
MLS Listing,,Single Family Residential,55 Inverness Dr,Edison,NJ,08820,625000,3,2.5,Edison,1587,,1998,16,394,175,Active,,,https://www.redfin.com/NJ/Edison/55-Inverness-Dr-08820/home/180024248,CJMLS,2510374R,N,Y,40.5561199,-74.3977431
MLS Listing,,Single Family Residential,319 Fairview Ave,Middlesex,NJ,08846,545000,3,1.5,Middlesex,,5001,1944,16,,,Active,,,https://www.redfin.com/NJ/Middlesex/319-Fairview-Ave-08846/home/36831385,CJMLS,2510577R,N,Y,40.567942,-74.5111496
MLS Listing,,Single Family Residential,55 Home St,Metuchen,NJ,08840,1100000,5,3.0,Metuchen,,8050,1850,16,,,Active,,,https://www.redfin.com/NJ/Metuchen/55-Home-St-08840/home/36827903,CJMLS,2509926R,N,Y,40.5392768,-74.3579199
MLS Listing,,Single Family Residential,15 Stephenville Pkwy,Edison,NJ,08820,2275000,5,4.5,Edison,4334,21000,2025,17,525,,Active,,,https://www.redfin.com/NJ/Edison/15-Stephenville-Pkwy-08820/home/36813398,CJMLS,2510575R,N,Y,40.5657255,-74.3802643
MLS Listing,,Condo/Co-op,88 MORGAN St #2407,Jersey City,NJ,07302,779000,1,1.0,Jersey City (Downtown),792,,,17,984,735,Active,,,https://www.redfin.com/NJ/Jersey-City/88-Morgan-St-07302/unit-2407/home/39921030,HCMLS,250005489,N,Y,40.7197157,-74.0363161
MLS Listing,,Multi-Family (2-4 Unit),63 Warwick St,Newark,NJ,07105,825000,8,4.0,Newark,,2252,,17,,,Active,,,https://www.redfin.com/NJ/Newark/63-Warwick-St-07105/home/36253478,NJMLS,25009139,N,Y,40.7254924,-74.1635625
MLS Listing,,Single Family Residential,20 Glen Alpin Rd,Harding Twp.,NJ,07960-6724,715000,3,2.0,Harding Twp.,1644,22651,1956,17,435,,Active,,,https://www.redfin.com/NJ/Morristown/20-Glen-Alpin-Rd-07960/home/37186765,GSMLS,3952310,N,Y,40.7463815,-74.5007457
MLS Listing,,Condo/Co-op,1225 JOHN F KENNEDY Blvd Unit 8A,Bayonne,NJ,07002,290000,2,1.0,Bayonne,850,,,17,341,1052,Active,,,https://www.redfin.com/NJ/Bayonne/1225-John-F-Kennedy-Blvd-07002/unit-8A/home/59146452,HCMLS,250005484,N,Y,40.6891574,-74.1064235
MLS Listing,,Single Family Residential,117 Heller Pkwy,Newark City,NJ,07104-2213,799000,5,2.5,Forest Hill,2877,6534,1927,17,278,,Active,,,https://www.redfin.com/NJ/Newark/117-Heller-Pkwy-07104/home/36248541,GSMLS,3952305,N,Y,40.7771059,-74.1698619
MLS Listing,,Townhouse,17B Troy Dr Unit B,Springfield Twp.,NJ,07081-2002,425000,2,2.5,Troy Village,,9147,1955,17,,663,Active,,,https://www.redfin.com/NJ/Springfield/17B-Troy-Dr-07081/unit-B/home/195117834,GSMLS,3952304,N,Y,40.7129978,-74.328613
MLS Listing,,Condo/Co-op,24 ROMAINE Ave #1,Jersey City,NJ,07306,650000,2,1.5,Jersey City (Journal Square),837,,,17,777,,Active,,,https://www.redfin.com/NJ/Jersey-City/24-Romaine-Ave-07306/unit-1/home/192910565,HCMLS,250005476,N,Y,40.7305006,-74.0702617
MLS Listing,,Condo/Co-op,1026 WASHINGTON St Unit 2F,Hoboken,NJ,07030,455000,1,1.0,Hoboken,474,,,17,960,253,Active,,,https://www.redfin.com/NJ/Hoboken/1026-Washington-St-07030/unit-2F/home/36643981,HCMLS,250005430,N,Y,40.7495234,-74.0275258
MLS Listing,,Single Family Residential,26 Shrewsbury Dr,Livingston,NJ,07039,2099000,6,5.5,Livingston,,19572,,17,,,Active,,,https://www.redfin.com/NJ/Livingston/26-Shrewsbury-Dr-07039/home/36189448,NJMLS,25009129,N,Y,40.8005953,-74.2969348
MLS Listing,,Single Family Residential,407 Davis Ave,Kearny,NJ,07032,474888,3,1.5,Kearny,,2374,,17,,,Active,,,https://www.redfin.com/NJ/Kearny/407-Davis-Ave-07032/home/36588195,NJMLS,25009131,N,Y,40.7665039,-74.1416132
MLS Listing,,Single Family Residential,42-44 Pomona Ave,Newark,NJ,07112,599000,3,3.0,Newark,,5001,,17,,,Active,,,https://www.redfin.com/NJ/Newark/42-44-Pomona-Ave-07112/home/195033873,NJMLS,25009125,N,Y,40.705368,-74.209116
MLS Listing,,Multi-Family (2-4 Unit),99 W 50TH St,Bayonne,NJ,07002,839000,7,3.0,Bayonne,,,,17,,,Active,,,https://www.redfin.com/NJ/Bayonne/99-W-50th-St-07002/home/36461781,HCMLS,250005473,N,Y,40.6849347,-74.1062573
MLS Listing,,Multi-Family (2-4 Unit),300 Monroe Ave #4,Plainfield City,NJ,07063-1347,699000,13,4.5,Plainfield City,3045,,1925,17,230,,Active,,,https://www.redfin.com/NJ/Plainfield/300-Monroe-Ave-07063/unit-4/home/192812855,GSMLS,3952295,N,Y,40.6039987,-74.4381592
MLS Listing,,Single Family Residential,143 Vosseller Ave,Bound Brook,NJ,08805,200000,0,,Bound Brook,,2680,,17,,,Active,,,https://www.redfin.com/NJ/Bound-Brook/143-Vosseller-Ave-08805/home/195116010,CJMLS,2510756R,N,Y,40.5626936,-74.5406753
MLS Listing,,Condo/Co-op,443 BERGEN Ave Unit A1,Jersey City,NJ,07304,469000,3,2.0,Jersey City (Bergen-Lafayette),1150,,,17,408,177,Active,,,https://www.redfin.com/NJ/Jersey-City/443-Bergen-Ave-07304/unit-A1/home/195115665,HCMLS,250005471,N,Y,40.7168891,-74.0781972
MLS Listing,,Other,130 1st St,Elizabeth,NJ,07206,1195000,,,Elizabeth,,,,17,,,Active,,,https://www.redfin.com/NJ/Elizabethport/130-1st-St-07206/home/190486767,NJMLS,25008909,N,Y,40.6488879,-74.1866333
MLS Listing,,Condo/Co-op,443 BERGEN Ave Unit C3,Jersey City,NJ,07304,489000,2,2.0,Jersey City (Bergen-Lafayette),1125,,,17,435,173,Active,,,https://www.redfin.com/NJ/Jersey-City/443-Bergen-Ave-07304/unit-C3/home/195115358,HCMLS,250005468,N,Y,40.7168891,-74.0781972
MLS Listing,,Condo/Co-op,113 Liddle Ave,Edison,NJ,08837,260000,1,1.0,CLARA BARTON,576,,2008,17,451,312,Active,,,https://www.redfin.com/NJ/Edison/113-Liddle-Ave-08837/home/191563654,BRIGHT MLS,NJMX2008828,N,Y,40.5312089,-74.33762
MLS Listing,,Single Family Residential,14 Garden St,Cranford Twp.,NJ,07016-2504,1499000,5,4.5,North Side,,7840,,17,,,Active,,,https://www.redfin.com/NJ/Cranford/14-Garden-St-07016/home/37817822,GSMLS,3952278,N,Y,40.6624999,-74.2972689
MLS Listing,,Condo/Co-op,90 MONROE St #2,Hoboken,NJ,07030,2990000,5,4.5,Hoboken,3030,,,17,987,,Active,,,https://www.redfin.com/NJ/Hoboken/90-Monroe-St-07030/unit-2/home/36487791,HCMLS,250005467,N,Y,40.7387471,-74.0404409
MLS Listing,,Townhouse,34 Newton St,Staten Island,NY,10312,1188888,6,5.0,S.E. Annadale,2256,3840,2024,17,527,,Active,,,https://www.redfin.com/NY/Staten-Island/34-Newton-St-10312/home/169593376,SIBORMLS,2501508,N,Y,40.5278208,-74.1726302
MLS Listing,,Condo/Co-op,196 DELAWARE Ave #1,Jersey City,NJ,07306,699000,3,2.5,Jersey City (Journal Square),1385,,,17,505,,Active,,,https://www.redfin.com/NJ/Jersey-City/196-Delaware-Ave-07306/unit-1/home/185112665,HCMLS,250005464,N,Y,40.727543,-74.07688
MLS Listing,,Condo/Co-op,300 COMMUNIPAW Ave #002,Jersey City,NJ,07304,425000,1,1.0,Jersey City (Bergen-Lafayette),987,,,17,431,,Active,,,https://www.redfin.com/NJ/Jersey-City/300-Communipaw-Ave-07304/unit-2/home/39916813,HCMLS,250005462,N,Y,40.7092268,-74.0597199
MLS Listing,,Townhouse,37 Brewster St,Staten Island,NY,10304,680000,6,2.0,Tompkinsville,2120,2800,1899,17,321,,Active,,,https://www.redfin.com/NY/Staten-Island/37-Brewster-St-10304/home/56048522,SIBORMLS,2501506,N,Y,40.6327736,-74.0776439
MLS Listing,,Condo/Co-op,300 COMMUNIPAW Ave #011,Jersey City,NJ,07306,435000,1,1.0,Jersey City (Bergen-Lafayette),1016,,,17,428,433,Active,,,https://www.redfin.com/NJ/Jersey-City/300-Communipaw-Ave-07304/unit-11/home/39916889,HCMLS,250005459,N,Y,40.7092268,-74.0597199
MLS Listing,,Single Family Residential,113 Liddle Ave #113,Edison,NJ,08837,260000,1,1.0,Edison,576,,2008,17,451,312,Active,,,https://www.redfin.com/NJ/Edison/113-Liddle-Ave-08837/unit-113/home/36759293,MOMLS,22508034,N,Y,40.5312089,-74.33762
MLS Listing,,Condo/Co-op,85 Marrow St,Newark City,NJ,07103,339999,2,1.0,Society Hill,,,1995,17,,300,Active,,,https://www.redfin.com/NJ/Newark/85-Marrow-St-07103/home/194349179,GSMLS,3952261,N,Y,40.7418878,-74.1837607
MLS Listing,,Single Family Residential,645 OCEAN Ave,Jersey City,NJ,07305,550000,4,2.5,Jersey City (Bergen-Lafayette),,,,17,,,Active,,,https://www.redfin.com/NJ/Jersey-City/645-Ocean-Ave-07305/home/36576172,HCMLS,250005455,N,Y,40.7084757,-74.0773731
MLS Listing,,Condo/Co-op,48-50 W HAMILTON Pl #5,Jersey City,NJ,07302,1199999,3,2.0,Jersey City (Downtown),1250,,,17,960,479,Active,,,https://www.redfin.com/NJ/Jersey-City/48-50-W-Hamilton-Pl-07302/unit-5/home/195113630,HCMLS,250005449,N,Y,40.728331,-74.0462809
MLS Listing,,Single Family Residential,89 PROSPECT St,Jersey City,NJ,07307,1100000,3,3.0,Jersey City (Heights),,,,17,,,Active,,,https://www.redfin.com/NJ/Jersey-City/89-Prospect-St-07307/home/36517820,HCMLS,250005447,N,Y,40.7386654,-74.0512739
MLS Listing,,Single Family Residential,111 3rd St,Dunellen,NJ,08812,749900,5,3.0,Dunellen,3100,5001,2025,17,242,,Active,,,https://www.redfin.com/NJ/Dunellen/111-3rd-St-08812/home/164843966,CJMLS,2510742R,N,Y,40.5971893,-74.4654485
MLS Listing,,Single Family Residential,242 Hamilton Blvd,Piscataway,NJ,08854,589900,3,2.0,Piscataway,1514,8542,1959,17,390,,Active,,,https://www.redfin.com/NJ/Piscataway/242-Hamilton-Blvd-08854/home/36915653,CJMLS,2510740R,N,Y,40.5702546,-74.4635726
MLS Listing,,Townhouse,31 Wexford Dr,Mendham Boro,NJ,07945-2007,799000,3,2.5,Mendham Commons,,3920,1984,17,,811,Active,,,https://www.redfin.com/NJ/Mendham/31-Wexford-Dr-07945/home/37221284,GSMLS,3952247,N,Y,40.790946,-74.587981
MLS Listing,,Townhouse,214 Bishop St,Staten Island,NY,10306,1068000,5,3.0,Richmond Town,1984,4160,1970,17,538,,Active,,,https://www.redfin.com/NY/Staten-Island/214-Bishop-St-10306/home/56082478,SIBORMLS,2501504,N,Y,40.5742523,-74.1288476
MLS Listing,,Townhouse,41 Indian Run,Watchung Boro,NJ,07069-5473,775000,3,3.0,Stonegate,,8712,1980,17,,500,Active,,,https://www.redfin.com/NJ/Watchung/41-Indian-Run-07069/home/38015059,GSMLS,3952246,N,Y,40.663566,-74.430091
MLS Listing,,Condo/Co-op,380 Rector Pl Unit 15E,New York (manhattan),NY,10280,792000,1,1.0,New York (Manhattan),735,,1987,17,1078,2315,Active,,,https://www.redfin.com/NY/New-York/380-Rector-Pl-10280/unit-15E/home/45235203,OneKey® MLS as Distributed by MLS Grid,838689,N,Y,40.7092964,-74.0180405
MLS Listing,,Condo/Co-op,160 BRUNSWICK St #303,Jersey City,NJ,07302,885000,2,2.0,Jersey City (Downtown),1110,,,17,797,300,Active,,,https://www.redfin.com/NJ/Jersey-City/160-Brunswick-St-07302/unit-303/home/195112957,HCMLS,250005428,N,Y,40.7248901,-74.0504269
MLS Listing,,Multi-Family (2-4 Unit),148 19th St,Union City,NJ,07087,585000,5,3.0,Union City,1194,2613,1913,17,490,,Active,,,https://www.redfin.com/NJ/Union-City/148-19th-St-07087/home/36619431,MOMLS,22508005,N,Y,40.7621682,-74.0299116
MLS Listing,,Condo/Co-op,60 PARKWAY Dr Unit 10F,East Orange,NJ,07017,199000,1,1.0,East Orange,959,,,17,208,599,Active,,,https://www.redfin.com/NJ/East-Orange/60-Parkway-Dr-E-07017/unit-10F/home/36076541,HCMLS,250005426,N,Y,40.7692599,-74.2036133
MLS Listing,,Single Family Residential,49 Oakwood Ave,Bloomfield,NJ,07003,639999,3,2.0,Bloomfield,,3960,,17,,,Active,,,https://www.redfin.com/NJ/Bloomfield/49-Oakwood-Ave-07003/home/36112321,NJMLS,25008901,N,Y,40.7904856,-74.182634
MLS Listing,,Condo/Co-op,10 PROVOST St #2001,Jersey City,NJ,07302,1225000,2,2.0,Jersey City (Downtown),1053,,,17,1163,1245,Active,,,https://www.redfin.com/NJ/Jersey-City/10-Provost-St-07302/unit-2001/home/167651999,HCMLS,250005415,N,Y,40.7202811,-74.0387351
MLS Listing,,Condo/Co-op,172 CULVER Ave #301,Jersey City,NJ,07305,525000,3,2.0,Jersey City (West Bergen),1424,,,17,369,660,Active,,,https://www.redfin.com/NJ/Jersey-City/172-Culver-Ave-07305/unit-301/home/36436332,HCMLS,250005413,N,Y,40.714013,-74.0909825
MLS Listing,,Condo/Co-op,322 3RD St #4,Jersey City,NJ,07302,1395000,3,2.0,Jersey City (Downtown),1604,,,17,870,,Active,,,https://www.redfin.com/NJ/Jersey-City/322-3rd-St-07302/unit-4/home/195111482,HCMLS,250005403,N,Y,40.7237887,-74.0488136
MLS Listing,,Condo/Co-op,2 CONSTITUTION Ct #402,Hoboken,NJ,07030,1895000,3,2.0,Hoboken,1439,,,17,1317,1069,Active,,,https://www.redfin.com/NJ/Hoboken/2-Constitution-Ct-07030/unit-402/home/36644049,HCMLS,250005402,N,Y,40.7521593,-74.0241534
MLS Listing,,Single Family Residential,101 West Ter,Staten Island,NY,10312,995000,4,3.5,Huguenot,2080,3883,2003,17,478,,Active,,,https://www.redfin.com/NY/Staten-Island/101-West-Ter-10312/home/56097818,SIBORMLS,2501497,N,Y,40.533095,-74.1961329
MLS Listing,,Single Family Residential,145 Eltingville Blvd,Staten Island,NY,10312,740000,3,3.0,Eltingville,1276,3920,1915,17,580,,Active,,,https://www.redfin.com/NY/Staten-Island/145-Eltingville-Blvd-10312/home/56023817,SIBORMLS,2406689,N,Y,40.5483636,-74.1649015
MLS Listing,,Single Family Residential,1251 Rahway Rd,Scotch Plains Twp.,NJ,07076-3409,1595000,4,3.0,Scotch Plains Twp.,,40075,1930,17,,,Active,,,https://www.redfin.com/NJ/Scotch-Plains/1251-Rahway-Rd-07076/home/38201808,GSMLS,3952174,N,Y,40.6137517,-74.3921842
MLS Listing,,Condo/Co-op,810 6TH St #2,Union City,NJ,07087,850000,3,2.0,Union City,1324,,,17,642,,Active,,,https://www.redfin.com/NJ/Union-City/810-6th-St-07087/unit-2/home/195111283,HCMLS,250005393,N,Y,40.7580706,-74.0447151
MLS Listing,,Condo/Co-op,810 6TH St #1,Union City,NJ,07087,800000,3,2.0,Union City,1217,,,17,657,,Active,,,https://www.redfin.com/NJ/Union-City/810-6th-St-07087/unit-1/home/195111263,HCMLS,250005392,N,Y,40.7580706,-74.0447151
MLS Listing,,Condo/Co-op,35 MANHATTAN Ave #4,Jersey City,NJ,07306,579000,2,2.0,Jersey City (Heights),943,,,17,614,,Active,,,https://www.redfin.com/NJ/Jersey-City/35-Manhattan-Ave-07307/unit-4/home/179401790,HCMLS,250005391,N,Y,40.742019,-74.050481
MLS Listing,,Single Family Residential,58 Heberton Ave,Staten Island,NY,10302,500000,3,1.0,Port Richmond,962,1092,1910,17,520,,Active,,,https://www.redfin.com/NY/Staten-Island/58-Heberton-Ave-10302/home/56063565,SIBORMLS,2501368,N,Y,40.6384307,-74.130423
MLS Listing,,Ranch,25 Rock Spring Ave,West Orange,NJ,07052,849000,4,3.0,West Orange,,12502,,17,,,Active,,,https://www.redfin.com/NJ/West-Orange/25-Rock-Spring-Ave-07052/home/36362470,NJMLS,25009037,N,Y,40.7737061,-74.2752158
MLS Listing,,Single Family Residential,2431 Dayton Ave,Union Twp.,NJ,07083-5002,525000,3,1.5,Union Twp.,,5662,1961,17,,,Active,,,https://www.redfin.com/NJ/Union/2431-Dayton-Ave-07083/home/38151658,GSMLS,3952166,N,Y,40.7063273,-74.2830246
MLS Listing,,Single Family Residential,65 Dellwood Ave,Chatham Twp.,NJ,07928-1701,3488000,6,7.5,Chatham Twp.,7333,22215,2007,17,476,,Active,,,https://www.redfin.com/NJ/Chatham/65-Dellwood-Ave-07928/home/37143192,GSMLS,3949669,N,Y,40.7286292,-74.3998891
MLS Listing,,Townhouse,103 Stonehedge Ct,Franklin Twp.,NJ,08873-4733,415000,2,2.5,Quailbrook Manorhomes,1454,2178,1986,17,285,319,Active,,,https://www.redfin.com/NJ/Somerset/103-Stonehedge-Ct-08873/home/37871792,GSMLS,3952157,N,Y,40.5143998,-74.5143825
